1544079194462:	acquire	 id:127.0.0.1:18372	 lock:1
1544079194462:	acquire	 id:127.0.0.1:18372	 lock:1 a new lock
1544079198567:	acquire	 id:127.0.0.1:18372	 lock:250
1544079198567:	acquire	 id:127.0.0.1:18372	 lock:250 a new lock
1544079198603:	acquire	 id:127.0.0.1:18372	 lock:251
1544079198603:	acquire	 id:127.0.0.1:18372	 lock:251 a new lock
1544079198873:	acquire	 id:127.0.0.1:18372	 lock:252
1544079198873:	acquire	 id:127.0.0.1:18372	 lock:252 a new lock
1544079198882:	acquire	 id:127.0.0.1:18372	 lock:253
1544079198882:	acquire	 id:127.0.0.1:18372	 lock:253 a new lock
1544079205186:	acquire	 id:127.0.0.1:18372	 lock:254
1544079205186:	acquire	 id:127.0.0.1:18372	 lock:254 a new lock
1544079205214:	acquire	 id:127.0.0.1:18372	 lock:255
1544079205214:	acquire	 id:127.0.0.1:18372	 lock:255 a new lock
1544079205242:	acquire	 id:127.0.0.1:18372	 lock:256
1544079205242:	acquire	 id:127.0.0.1:18372	 lock:256 a new lock
1544079205265:	acquire	 id:127.0.0.1:18372	 lock:257
1544079205266:	acquire	 id:127.0.0.1:18372	 lock:257 a new lock
1544079205290:	acquire	 id:127.0.0.1:18372	 lock:258
1544079205290:	acquire	 id:127.0.0.1:18372	 lock:258 a new lock
1544079205312:	acquire	 id:127.0.0.1:18372	 lock:259
1544079205312:	acquire	 id:127.0.0.1:18372	 lock:259 a new lock
1544079205335:	acquire	 id:127.0.0.1:18372	 lock:260
1544079205335:	acquire	 id:127.0.0.1:18372	 lock:260 a new lock
1544079205358:	acquire	 id:127.0.0.1:18372	 lock:261
1544079205358:	acquire	 id:127.0.0.1:18372	 lock:261 a new lock
1544079205382:	acquire	 id:127.0.0.1:18372	 lock:262
1544079205382:	acquire	 id:127.0.0.1:18372	 lock:262 a new lock
1544079209693:	acquire	 id:127.0.0.1:18372	 lock:263
1544079209693:	acquire	 id:127.0.0.1:18372	 lock:263 a new lock
1544079209724:	acquire	 id:127.0.0.1:18372	 lock:264
1544079209724:	acquire	 id:127.0.0.1:18372	 lock:264 a new lock
1544079209826:	acquire	 id:127.0.0.1:18372	 lock:265
1544079209826:	acquire	 id:127.0.0.1:18372	 lock:265 a new lock
1544079219049:	acquire	 id:127.0.0.1:18372	 lock:266
1544079219049:	acquire	 id:127.0.0.1:18372	 lock:266 a new lock
1544079223364:	acquire	 id:127.0.0.1:18372	 lock:267
1544079223364:	acquire	 id:127.0.0.1:18372	 lock:267 a new lock
1544079223403:	acquire	 id:127.0.0.1:18372	 lock:268
1544079223404:	acquire	 id:127.0.0.1:18372	 lock:268 a new lock
1544079239772:	acquire	 id:127.0.0.1:1988	 lock:1
1544079239772:	acquire	 id:127.0.0.1:1988	 lock:1 revoke to:127.0.0.1:18372
1544079239772:	handler_mgr::get_handle trying to bind...127.0.0.1:18372
1544079239773:	handle_mgr::get_handle bind succeeded 127.0.0.1:18372
1544079239774:	release	 id:127.0.0.1:18372	 lock:1
1544079239774:	handler_mgr::get_handle trying to bind...127.0.0.1:1988
1544079239776:	handle_mgr::get_handle bind succeeded 127.0.0.1:1988
1544079240097:	acquire	 id:127.0.0.1:1988	 lock:254
1544079240097:	acquire	 id:127.0.0.1:1988	 lock:254 revoke to:127.0.0.1:18372
1544079240097:	release	 id:127.0.0.1:18372	 lock:254
1544079240445:	acquire	 id:127.0.0.1:18372	 lock:1
1544079240445:	acquire	 id:127.0.0.1:18372	 lock:1 revoke to:127.0.0.1:1988
1544079240445:	release	 id:127.0.0.1:1988	 lock:1
1544079240628:	acquire	 id:127.0.0.1:1988	 lock:1
1544079240628:	acquire	 id:127.0.0.1:1988	 lock:1 revoke to:127.0.0.1:18372
1544079240628:	release	 id:127.0.0.1:18372	 lock:1
1544079240649:	acquire	 id:127.0.0.1:1988	 lock:256
1544079240649:	acquire	 id:127.0.0.1:1988	 lock:256 revoke to:127.0.0.1:18372
1544079240649:	release	 id:127.0.0.1:18372	 lock:256
1544079240829:	acquire	 id:127.0.0.1:18372	 lock:1
1544079240829:	acquire	 id:127.0.0.1:18372	 lock:1 revoke to:127.0.0.1:1988
1544079240832:	release	 id:127.0.0.1:1988	 lock:1
1544079241882:	acquire	 id:127.0.0.1:18372	 lock:256
1544079241882:	acquire	 id:127.0.0.1:18372	 lock:256 revoke to:127.0.0.1:1988
1544079241883:	release	 id:127.0.0.1:1988	 lock:256
